id,label,eid,title,acc_type,industry,start_date,days,subtype,eq_type,name_cas,factor_type,number,name,pollution_type
SUB_386,HazardSubstance,,,,,,,,,04. EXPLOSIVE - note 2(a) -  -  ,,,,
EXPLOSIVEHAZARD_386,ExplosiveHazard,,,,,,,,,,,,,
ACC_803,Accident,803.0,Wrong mixture of products in a waste treatment plant,Other Event,"Waste storage, treatment and disposal",,,,,,,,,
DT_803,DateTime,,,,,1999-04-14 11:00:00,,,,,,,,
DUR_803,Duration,,,,,,1.10416666670062,,,,,,,
STAFF_803,FactoryStaff,,,,,,,,,,,,,
SUB_803,HazardSubstance,,,,,,,,,Hydrogen Sulphide - 7783-06-4 -   CO2 - 124-38-9 -   Hydrogen chloride - 7647-01-0 -   Tosyl isocyanate - 4083-64-1 -  ,,,,
TOXIC_803,Toxic,,,,,,,,,,,,,
FLAMMABLE_803,Flammable,,,,,,,,,,,,,
ORGANIZATIONFACTOR_803,OrganizationFactor,,,,,,,,,,organized procedures,,,
ACC_1239,Accident,1239.0,Explosion of tank containing waste water from batch production plant and subsequent fire,Major Accident,Chemical installations - other fine chemicals,,,,,,,,,
DT_1239,DateTime,,,,,2020-05-15 10:20:00,,,,,,,,
DUR_1239,Duration,,,,,,1.27777777770098,,,,,,,
CON_1239,Contractor,,,,,,,,,,,,True,
FIRE_1239,Fire,,,,,,,"conflagration (a general engulfment fire)
flash fire (burning vapour cloud, subsonic flame front)",,,,,,
EXPLOSION_1239,Explosion,,,,,,,not known / not applicable,,,,,,
STORAGEEQUIPMENT_1239,StorageEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
PROCESSEQUIPMENT_1239,ProcessEquipment,,,,,,,,"reaction vessel; non-pressurised
reaction vessel; pressurised",,,,,
TRANSFEREQUIPMENT_1239,TransferEquipment,,,,,,,,"general pipework/flanges
other transfer equipment/apparatus/vehicle",,,,,
SUB_1239,HazardSubstance,,,,,,,,,"WASTEWATER CONTAINING METHYL ALCOHOL, ETHYL ACRYLATE, WHITE SPIRIT, XYLENE - Undefined - 144.00000",,,,
FLAMMABLE_1239,Flammable,,,,,,,,,,,,,
HUMANFACTOR_1239,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_1239,OrganizationFactor,,,,,,,,,,"management organization inadequate
management attitude problem
organized procedures
training/instruction
supervision
process analysis
design of plant/equipment/system
isolation of equipment/system
maintenance/repair",,,
INJ_1239,Injury,,,,,,,,,,,2.0,,
ACC_540,Accident,540.0,Toxic release (blast furnace gas) from blast furnace off-gas system via ruptured seal on valve,Major Accident,Processing of metals,,,,,,,,,
DT_540,DateTime,,,,,1999-08-09 11:30:00,,,,,,,,
DUR_540,Duration,,,,,,1.17708333329938,,,,,,,
STAFF_540,FactoryStaff,,,,,,,,,,,,,
RELEASE_540,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_540,HazardSubstance,,,,,,,,,"Propane,Oxygen,Benzole,Sodium Nitrite,Sodium Hyp -  -  ",,,,
FLAMMABLE_540,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_540,PlantEquipmentFactor,,,,,,,,,,instrument/control/monitoring-device failure,,,
ORGANIZATIONFACTOR_540,OrganizationFactor,,,,,,,,,,"organized procedures
design of plant/equipment/system
user-unfriendliness (apparatus, system, etc.)
isolation of equipment/system",,,
ACC_318,Accident,318.0,Release of titanium tetrachloride and  reaction products from a tank broken by overpressure caused by reaction with cooling water,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_318,DateTime,,,,,1988-12-09 00:00:00,,,,,,,,
DUR_318,Duration,,,,,,1.0,,,,,,,
STAFF_318,FactoryStaff,,,,,,,,,,,,,
RELEASE_318,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
STORAGEEQUIPMENT_318,StorageEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
SUB_318,HazardSubstance,,,,,,,,,Titanium Tetrachloride - 7550-45-0 -   Titanium Dioxide - 13463-67-7 -   Titanium Dichloride Oxide -  -   Hydrogen Chloride - 07647-01-0 -  ,,,,
PLANTEQUIPMENTFACTOR_318,PlantEquipmentFactor,,,,,,,,,,"component/machinery failure/malfunction
corrosion/fatigue",,,
ORGANIZATIONFACTOR_318,OrganizationFactor,,,,,,,,,,"organized procedures
process analysis
design of plant/equipment/system",,,
ACC_296,Accident,296.0,Release of NH3 gas during start up of Urea production unit,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_296,DateTime,,,,,2007-04-27 20:00:00,,,,,,,,
DUR_296,Duration,,,,,,1.25,,,,,,,
STAFF_296,FactoryStaff,,,,,,,,,,,,,
RELEASE_296,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_296,HazardSubstance,,,,,,,,,ammonia - 7664-41-7 -  ,,,,
TOXIC_296,Toxic,,,,,,,,,,,,,
FLAMMABLE_296,Flammable,,,,,,,,,,,,,
ACC_93,Accident,93.0,Destructive fire at a metal production plant during maintenance work,Major Accident,"Processing of ferrous metals (foundries, smelting, etc.)",,,,,,,,,
DT_93,DateTime,,,,,2015-11-17 13:30:00,,,,,,,,
DUR_93,Duration,,,,,,1.16666666670062,,,,,,,
CON_93,Contractor,,,,,,,,,,,,True,
RELEASE_93,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
FIRE_93,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
SUB_93,HazardSubstance,,,,,,,,,aluminium - 7429-90-5 -  ,,,,
OXIDIZING_93,Oxidizing,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_93,PlantEquipmentFactor,,,,,,,,,,loss of process control,,,
HUMANFACTOR_93,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_93,OrganizationFactor,,,,,,,,,,maintenance/repair,,,
ACC_663,Accident,663.0,Ignition of acetylene escaped from a  hose-plug-connection,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_663,DateTime,,,,,1994-09-14 00:00:00,,,,,,,,
DUR_663,Duration,,,,,,1.0,,,,,,,
STAFF_663,FactoryStaff,,,,,,,,,,,,,
SUB_663,HazardSubstance,,,,,,,,,Acetylene - 74-86-2 -  ,,,,
FLAMMABLE_663,Flammable,,,,,,,,,,,,,
HUMANFACTOR_663,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_663,OrganizationFactor,,,,,,,,,,supervision,,,
INJ_663,Injury,,,,,,,,,,,1.0,,
ACC_1053,Accident,1053.0,Secondary Methanol Pollution Accident ,Major Accident,Plastic and rubber manufacture,,,,,,,,,
DT_1053,DateTime,,,,,2008-08-26 06:45:00,,,,,,,,
DUR_1053,Duration,,,,,,1.71875,,,,,,,
STAFF_1053,FactoryStaff,,,,,,,,,,,,,
SUB_1053,HazardSubstance,,,,,,,,,methanol - 67-56-1 -   vinyl acetate -  t108-05-4 -   acetic acid - 64-19-7 -  ,,,,
FLAMMABLE_1053,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_1053,PlantEquipmentFactor,,,,,,,,,,vessel/container/containment-equipment failure,,,
ENV_1053,EnvironmentPollution,,,,,,,,,,,,,freshwater: river - 0.00
ACC_955,Accident,955.0,Explosion of tank truck with chemical waste,Major Accident,"Waste storage, treatment and disposal",,,,,,,,,
DT_955,DateTime,,,,,2016-02-26 15:30:00,,,,,,,,
DUR_955,Duration,,,,,,1.08333333340124,,,,,,,
STAFF_955,FactoryStaff,,,,,,,,,,,,,
FIRE_955,Fire,,,,,,,"pool fire (burning pool of liquid, contained or uncontained)",,,,,,
EXPLOSION_955,Explosion,,,,,,,explosive decomposition (of unstable material),,,,,,
SUB_955,HazardSubstance,,,,,,,,,Acroleinecyanehydrine-O-actate - 15667-63-7 - 20.00000,,,,
TOXIC_955,Toxic,,,,,,,,,,,,,
ORGANIZATIONFACTOR_955,OrganizationFactor,,,,,,,,,,process analysis,,,
ACC_671,Accident,671.0,Release of ammonia during a repair of an engine throttle valve for the level control of a spherical tank,Major Accident,Agriculture,,,,,,,,,
DT_671,DateTime,,,,,1996-04-19 10:33:00,,,,,,,,
DUR_671,Duration,,,,,,0.560416666703532,,,,,,,
CON_671,Contractor,,,,,,,,,,,,True,
RELEASE_671,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_671,HazardSubstance,,,,,,,,,Ammonia - 7664-41-7 -  ,,,,
TOXIC_671,Toxic,,,,,,,,,,,,,
HUMANFACTOR_671,HumanFactor,,,,,,,,,,operator error,,,
FATAL_671,Fatality,,,,,,,,,,,2.0,,
ACC_191,Accident,191.0,Deflagration reactor accident during manufacturing process softening ROQUAT SM 75,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_191,DateTime,,,,,2015-08-27 14:08:00,,,,,,,,
DUR_191,Duration,,,,,,1.22499999999854,,,,,,,
STAFF_191,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_191,Explosion,,,,,,,not known / not applicable,,,,,,
PROCESSEQUIPMENT_191,ProcessEquipment,,,,,,,,- not known / not applicable -,,,,,
SUB_191,HazardSubstance,,,,,,,,,Isopropyl alcohol - 67-63-0 -   Diethylenetriamine - 111-40-0 -   Amino tri (methylene phosphonic acid) - 6419-19-8 -   Diethyllenetriamina pentaacetic acid - 67-43-6 -   Dimethylsulfate - 77-78-1 -   Hydrogen peroxide - 7722-84-1 -   Sodium boramide - 16940-66-2 -  ,,,,
FLAMMABLE_191,Flammable,,,,,,,,,,,,,
OXIDIZING_191,Oxidizing,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_191,PlantEquipmentFactor,,,,,,,,,,other,,,
FATAL_191,Fatality,,,,,,,,,,,1.0,,
INJ_191,Injury,,,,,,,,,,,2.0,,
ACC_11,Accident,11.0,Explosion of flammable solvents with subsequent fire,Major Accident,Wholesale and retail storage and distribution (excluding LPG),,,,,,,,,
DT_11,DateTime,,,,,2001-06-26 10:20:00,,,,,,,,
DUR_11,Duration,,,,,,1.0694444444016,,,,,,,
STAFF_11,FactoryStaff,,,,,,,,,,,,,
FIRE_11,Fire,,,,,,,conflagration (a general engulfment fire),,,,,,
EXPLOSION_11,Explosion,,,,,,,VCE (vapour cloud explosion; supersonic wave front),,,,,,
TRANSPORTEQUIPMENT_11,TransportEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
SUB_11,HazardSubstance,,,,,,,,,07 a. HIGHLY FLAMMABLE - note 3(b)(1) -  - 1.00000,,,,
FLAMMABLE_11,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_11,PlantEquipmentFactor,,,,,,,,,,electrostatic accumulation,,,
HUMANFACTOR_11,HumanFactor,,,,,,,,,,operator error,,,
FATAL_11,Fatality,,,,,,,,,,,1.0,,
ACC_142,Accident,142.0,Explosion and fire on a tanker in a refinery,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_142,DateTime,,,,,2011-03-28 22:51:00,,,,,,,,
DUR_142,Duration,,,,,,1.3270833334027,,,,,,,
STAFF_142,FactoryStaff,,,,,,,,,,,,,
RELEASE_142,Release,,,,,,,"gas/vapour/mist/etc release to air
fluid release to water",,,,,,
FIRE_142,Fire,,,,,,,not known / not applicable,,,,,,
EXPLOSION_142,Explosion,,,,,,,not known / not applicable,,,,,,
ACC_940,Accident,940.0,Six workers injured due to ammonia intoxication.,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_940,DateTime,,,,,2012-07-29 12:20:00,,,,,,,,
DUR_940,Duration,,,,,,0.486111111102218,,,,,,,
STAFF_940,FactoryStaff,,,,,,,,,,,,,
RELEASE_940,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_940,HazardSubstance,,,,,,,,,Ammonia -  7664-41-7  -  ,,,,
TOXIC_940,Toxic,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_940,PlantEquipmentFactor,,,,,,,,,,corrosion/fatigue,,,
ORGANIZATIONFACTOR_940,OrganizationFactor,,,,,,,,,,"organized procedures
staffing",,,
INJ_940,Injury,,,,,,,,,,,6.0,,
ACC_55,Accident,55.0,Ammonia leak at a chemical plant following a power shutdown,Major Accident,Production of basic organic chemicals,,,,,,,,,
DT_55,DateTime,,,,,2015-07-02 02:30:00,,,,,,,,
DUR_55,Duration,,,,,,1.20833333329938,,,,,,,
STAFF_55,FactoryStaff,,,,,,,,,,,,,
RELEASE_55,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_55,HazardSubstance,,,,,,,,,Ammonia - 1336-21-6 -  ,,,,
TOXIC_55,Toxic,,,,,,,,,,,,,
FLAMMABLE_55,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_55,PlantEquipmentFactor,,,,,,,,,,component/machinery failure/malfunction,,,
ACC_801,Accident,801.0,Release of Toluene in a workshoop for document covering,Other Event,Plastic and rubber manufacture,,,,,,,,,
DT_801,DateTime,,,,,1998-10-01 10:00:00,,,,,,,,
DUR_801,Duration,,,,,,0.583333333299379,,,,,,,
STAFF_801,FactoryStaff,,,,,,,,,,,,,
SUB_801,HazardSubstance,,,,,,,,,Toluene - 108-88-3 -  ,,,,
FLAMMABLE_801,Flammable,,,,,,,,,,,,,
ACC_1191,Accident,1191.0,Release of ethylenediamine in the storage area of a chemical company,Near Miss,Chemical installations ,,,,,,,,,
DT_1191,DateTime,,,,,2019-10-03 12:00:00,,,,,,,,
DUR_1191,Duration,,,,,,1.22916666670062,,,,,,,
STAFF_1191,FactoryStaff,,,,,,,,,,,,,
RELEASE_1191,Release,,,,,,,"gas/vapour/mist/etc release to air
fluid release to ground",,,,,,
HUMANFACTOR_1191,HumanFactor,,,,,,,,,,other,,,
ACC_325,Accident,325.0,Uncontrolled gasoil combustion in petrochemical plant in stand-by condition,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_325,DateTime,,,,,1990-07-11 13:00:00,,,,,,,,
DUR_325,Duration,,,,,,0.458333333299379,,,,,,,
STAFF_325,FactoryStaff,,,,,,,,,,,,,
PROCESSEQUIPMENT_325,ProcessEquipment,,,,,,,,reaction vessel; pressurised,,,,,
SUB_325,HazardSubstance,,,,,,,,,Sulphur dioxide - 7446-09-5 -   Gasoil - 8008-20-6 - 7.50000 Nitrogen dioxide - 10102-44-0 -  ,,,,
TOXIC_325,Toxic,,,,,,,,,,,,,
FLAMMABLE_325,Flammable,,,,,,,,,,,,,
HUMANFACTOR_325,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_325,OrganizationFactor,,,,,,,,,,"staffing
process analysis
design of plant/equipment/system",,,
ACC_919,Accident,919.0,Emission of benzene on a petrochemical site,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_919,DateTime,,,,,2010-04-09 21:45:00,,,,,,,,
DUR_919,Duration,,,,,,3.8993055555984,,,,,,,
STAFF_919,FactoryStaff,,,,,,,,,,,,,
RELEASE_919,Release,,,,,,,"gas/vapour/mist/etc release to air
fluid release to water",,,,,,
SUB_919,HazardSubstance,,,,,,,,,benzene  - 71-43-2 -  ,,,,
TOXIC_919,Toxic,,,,,,,,,,,,,
ORGANIZATIONFACTOR_919,OrganizationFactor,,,,,,,,,,"supervision
maintenance/repair",,,
ENV_919,EnvironmentPollution,,,,,,,,,,,,,freshwater: stream/tributary - 0.00
ACC_624,Accident,624.0,Asphyxiation incident,Other Event,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_624,DateTime,,,,,2013-02-09 10:30:00,,,,,,,,
DUR_624,Duration,,,,,,1.02083333329938,,,,,,,
STAFF_624,FactoryStaff,,,,,,,,,,,,,
HUMANFACTOR_624,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_624,OrganizationFactor,,,,,,,,,,"organized procedures
training/instruction
supervision",,,
FATAL_624,Fatality,,,,,,,,,,,2.0,,
ACC_164,Accident,164.0,Release of kerosene from a tank on a tank farm,Near Miss,"Fuel storage (including heating, retail sale, etc.)",,,,,,,,,
DT_164,DateTime,,,,,2013-10-30 00:00:00,,,,,,,,
DUR_164,Duration,,,,,,15.0,,,,,,,
STAFF_164,FactoryStaff,,,,,,,,,,,,,
RELEASE_164,Release,,,,,,,fluid release to ground,,,,,,
SUB_164,HazardSubstance,,,,,,,,,Kerosene -  -  ,,,,
PLANTEQUIPMENTFACTOR_164,PlantEquipmentFactor,,,,,,,,,,vessel/container/containment-equipment failure,,,
ENV_164,EnvironmentPollution,,,,,,,,,,,,,Other - 0.00
ACC_314,Accident,314.0,Gas cloud release of 5 tonnes of gaseous hydrocarbons causing a flash-fire and explosion,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_314,DateTime,,,,,1988-01-23 00:00:00,,,,,,,,
DUR_314,Duration,,,,,,1.0,,,,,,,
STAFF_314,FactoryStaff,,,,,,,,,,,,,
FIRE_314,Fire,,,,,,,"flash fire (burning vapour cloud, subsonic flame front)",,,,,,
PROCESSEQUIPMENT_314,ProcessEquipment,,,,,,,,general pipework/flanges,,,,,
SUB_314,HazardSubstance,,,,,,,,,Gaseous hydrocarbons -  - 5.00000,,,,
FLAMMABLE_314,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_314,PlantEquipmentFactor,,,,,,,,,,component/machinery failure/malfunction,,,
ORGANIZATIONFACTOR_314,OrganizationFactor,,,,,,,,,,"organized procedures
training/instruction",,,
ACC_846,Accident,846.0,Fireball from a gasholder caused  by a terrorist explosive device placed on a side of the middle lift of the holder and domino effects,Major Accident,Wholesale and retail storage and distribution (excluding LPG),,,,,,,,,
DT_846,DateTime,,,,,1993-02-26 04:00:00,,,,,,,,
DUR_846,Duration,,,,,,0.833333333299379,,,,,,,
STAFF_846,FactoryStaff,,,,,,,,,,,,,
RELEASE_846,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
FIRE_846,Fire,,,,,,,"fireball (burning mass rising in air, often after BLEVE)",,,,,,
STORAGEEQUIPMENT_846,StorageEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
SUB_846,HazardSubstance,,,,,,,,,Methane (Natural Gas) - 74-82-8 - 46.35000,,,,
FLAMMABLE_846,Flammable,,,,,,,,,,,,,
HUMANFACTOR_846,HumanFactor,,,,,,,,,,malicious intervention,,,
ACC_474,Accident,474.0,Oit tanker accident release petrol products,Other Event,Other activity (not otherwise specified int the list),,,,,,,,,
DT_474,DateTime,,,,,1999-12-12 00:00:00,,,,,,,,
DUR_474,Duration,,,,,,122.0,,,,,,,
STAFF_474,FactoryStaff,,,,,,,,,,,,,
INJ_474,Injury,,,,,,,,,,,6.0,,
ACC_872,Accident,872.0,Hydrochloric acid leak in a chlorosilane plant,Major Accident,Chemical installations - other fine chemicals,,,,,,,,,
DT_872,DateTime,,,,,2009-05-28 10:10:00,,,,,,,,
DUR_872,Duration,,,,,,1.00694444449618,,,,,,,
STAFF_872,FactoryStaff,,,,,,,,,,,,,
RELEASE_872,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
HUMANFACTOR_872,HumanFactor,,,,,,,,,,other,,,
ACC_228,Accident,228.0,Ruptured cistern caused by weakened ground lead to spill of sulphuric acid followed by the dispersion of a hydrochloric acid cloud,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_228,DateTime,,,,,2005-02-04 04:36:00,,,,,,,,
DUR_228,Duration,,,,,,3.86388888889633,,,,,,,
STAFF_228,FactoryStaff,,,,,,,,,,,,,
RELEASE_228,Release,,,,,,,"gas/vapour/mist/etc release to air
fluid release to ground
fluid release to water",,,,,,
SUB_228,HazardSubstance,,,,,,,,,[liquid sulphur] - CAS Number -   02. TOXIC - CAS Number -   03. OXIDIZING - CAS Number -   sulphur trioxide - 7446-11-9 -   Sulphuric acid 96 % - 7664-93-9 -  ,,,,
TOXIC_228,Toxic,,,,,,,,,,,,,
OXIDIZING_228,Oxidizing,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_228,PlantEquipmentFactor,,,,,,,,,,"vessel/container/containment-equipment failure
corrosion/fatigue",,,
ORGANIZATIONFACTOR_228,OrganizationFactor,,,,,,,,,,not known / not applicable,,,
ACC_1003,Accident,1003.0,Flaring of ethylene from a petrochemical plant,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_1003,DateTime,,,,,2007-07-09 11:15:00,,,,,,,,
DUR_1003,Duration,,,,,,1.0,,,,,,,
STAFF_1003,FactoryStaff,,,,,,,,,,,,,
RELEASE_1003,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_1003,HazardSubstance,,,,,,,,,Ethylene - 74-85-1 -  ,,,,
TOXIC_1003,Toxic,,,,,,,,,,,,,
ACC_67,Accident,67.0,Flaring at a chemical plant,Major Accident,Processing of metals,,,,,,,,,
DT_67,DateTime,,,,,2013-01-24 00:05:00,,,,,,,,
DUR_67,Duration,,,,,,1.4375,,,,,,,
STAFF_67,FactoryStaff,,,,,,,,,,,,,
RELEASE_67,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_67,HazardSubstance,,,,,,,,,Ethylene - 74-85-1 -  ,,,,
FLAMMABLE_67,Flammable,,,,,,,,,,,,,
ENV_67,EnvironmentPollution,,,,,,,,,,,,,inland: urban development - 0.00
ACC_1194,Accident,1194.0,Phosgene leak from a relief valve,Major Accident,Chemical installations - chlorine,,,,,,,,,
DT_1194,DateTime,,,,,2016-02-02 00:00:00,,,,,,,,
DUR_1194,Duration,,,,,,1.0,,,,,,,
STAFF_1194,FactoryStaff,,,,,,,,,,,,,
RELEASE_1194,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
PROCESSEQUIPMENT_1194,ProcessEquipment,,,,,,,,valves/controls/monitoring devices/drain cocks,,,,,
SUB_1194,HazardSubstance,,,,,,,,,Phosgene - 75-44-5 -  ,,,,
TOXIC_1194,Toxic,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_1194,PlantEquipmentFactor,,,,,,,,,,component/machinery failure/malfunction,,,
HUMANFACTOR_1194,HumanFactor,,,,,,,,,,operator error,,,
ORGANIZATIONFACTOR_1194,OrganizationFactor,,,,,,,,,,"training/instruction
supervision
process analysis
design of plant/equipment/system
installation
testing/inspecting/recording",,,
ACC_227,Accident,227.0,Residual hydrogen explosion in a steelworks caused by welding,Major Accident,Processing of metals,,,,,,,,,
DT_227,DateTime,,,,,2004-05-10 07:40:00,,,,,,,,
DUR_227,Duration,,,,,,1.02777777779556,,,,,,,
STAFF_227,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_227,Explosion,,,,,,,runaway reaction explosion (usually exothermic),,,,,,
SUB_227,HazardSubstance,,,,,,,,,liquefied extremely flammable gases (including LPG) and natural gas - CAS Number - 70.00000 hydrogen - 1333-74-0 - 10.00000 07 b. HIGHLY FLAMMABLE - note 3(b)(2) - CAS Number - 3960.00000 08. EXTREMELY FLAMMABLE - note 3(c) - CAS Number - 37.00000,,,,
FLAMMABLE_227,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_227,PlantEquipmentFactor,,,,,,,,,,unexpected reaction/phase-transition,,,
ORGANIZATIONFACTOR_227,OrganizationFactor,,,,,,,,,,process analysis,,,
FATAL_227,Fatality,,,,,,,,,,,1.0,,
INJ_227,Injury,,,,,,,,,,,1.0,,
ACC_1220,Accident,1220.0,"Explosion at a plant producing, destroying and storing explosives",Major Accident,"Production, destruction and storage of explosives",,,,,,,,,
DT_1220,DateTime,,,,,2020-12-21 14:15:00,,,,,,,,
DUR_1220,Duration,,,,,,1.14236111110222,,,,,,,
STAFF_1220,FactoryStaff,,,,,,,,,,,,,
EXPLOSION_1220,Explosion,,,,,,,"VCE (vapour cloud explosion; supersonic wave front)
not known / not applicable",,,,,,
PROCESSEQUIPMENT_1220,ProcessEquipment,,,,,,,,- other -,,,,,
PLANTEQUIPMENTFACTOR_1220,PlantEquipmentFactor,,,,,,,,,,not known / not applicable,,,
ORGANIZATIONFACTOR_1220,OrganizationFactor,,,,,,,,,,"organized procedures
training/instruction
supervision",,,
FATAL_1220,Fatality,,,,,,,,,,,3.0,,
ACC_180,Accident,180.0,Lightning strike on a power plant,Major Accident,"Power generation, supply and distribution ",,,,,,,,,
DT_180,DateTime,,,,,2015-06-06 08:00:00,,,,,,,,
DUR_180,Duration,,,,,,2.375,,,,,,,
STAFF_180,FactoryStaff,,,,,,,,,,,,,
ACC_1258,Accident,1258.0,Release of biogas in a biogas plant,Major Accident,"Power generation, supply and distribution ",,,,,,,,,
DT_1258,DateTime,,,,,2020-07-29 03:00:00,,,,,,,,
DUR_1258,Duration,,,,,,1.54166666670062,,,,,,,
STAFF_1258,FactoryStaff,,,,,,,,,,,,,
RELEASE_1258,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
SUB_1258,HazardSubstance,,,,,,,,,Biogas - 98615-67-9 -  ,,,,
FLAMMABLE_1258,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_1258,PlantEquipmentFactor,,,,,,,,,,component/machinery failure/malfunction,,,
ORGANIZATIONFACTOR_1258,OrganizationFactor,,,,,,,,,,design of plant/equipment/system,,,
ACC_825,Accident,825.0,Release of propane in the de-asphalting unit of a plant manufacturing lubricating oil in a petroleum refinery,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_825,DateTime,,,,,1989-04-09 06:00:00,,,,,,,,
DUR_825,Duration,,,,,,0.75,,,,,,,
STAFF_825,FactoryStaff,,,,,,,,,,,,,
RELEASE_825,Release,,,,,,,gas/vapour/mist/etc release to air,,,,,,
PROCESSEQUIPMENT_825,ProcessEquipment,,,,,,,,"container; non-pressurised (hopper, tank, drum, bag, etc.)",,,,,
SUB_825,HazardSubstance,,,,,,,,,Residual Oils -  -   Asphalt - 8052-42-4 -   Propane - 00074-98-6 - 24.00000,,,,
FLAMMABLE_825,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_825,PlantEquipmentFactor,,,,,,,,,,blockage,,,
ORGANIZATIONFACTOR_825,OrganizationFactor,,,,,,,,,,"organized procedures
design of plant/equipment/system",,,
ACC_679,Accident,679.0,"Explosion due to runaway reaction in an exhaust air stuck (duct, pipe)",Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_679,DateTime,,,,,1997-01-22 00:00:00,,,,,,,,
DUR_679,Duration,,,,,,1.0,,,,,,,
STAFF_679,FactoryStaff,,,,,,,,,,,,,
SUB_679,HazardSubstance,,,,,,,,,"Epichlorhydrine (1-chloro-2,3-epoxypropane) - 106-89-8 -  ",,,,
TOXIC_679,Toxic,,,,,,,,,,,,,
ACC_477,Accident,477.0,Explosions and fire in a catalytic reforming plant of a refinery,Major Accident,Petrochemical / Oil Refineries,,,,,,,,,
DT_477,DateTime,,,,,2000-09-03 21:15:00,,,,,,,,
DUR_477,Duration,,,,,,1.75,,,,,,,
STAFF_477,FactoryStaff,,,,,,,,,,,,,
SUB_477,HazardSubstance,,,,,,,,,hydrogen - 1333-74-0 -   hydrogen sulphide - 7783-06-4 -  ,,,,
TOXIC_477,Toxic,,,,,,,,,,,,,
FLAMMABLE_477,Flammable,,,,,,,,,,,,,
PLANTEQUIPMENTFACTOR_477,PlantEquipmentFactor,,,,,,,,,,component/machinery failure/malfunction,,,
ORGANIZATIONFACTOR_477,OrganizationFactor,,,,,,,,,,design of plant/equipment/system,,,
ACC_859,Accident,859.0,Release of sulphuric acid mist from a vent tank on a sulphur trioxide storage system,Major Accident,General chemicals manufacture (not otherwise specified int the list),,,,,,,,,
DT_859,DateTime,,,,,1996-07-17 11:25:00,,,,,,,,
DUR_859,Duration,,,,,,1.17013888889778,,,,,,,
