src_id,rel_type,tgt_id
PLANTEQUIPMENTFACTOR_332,TRIGGERS,ACC_332
ORGANIZATIONFACTOR_332,TRIGGERS,ACC_332
ACC_1336,OCCURRED_ON,DT_1336
ACC_1336,LASTED_FOR,DUR_1336
STAFF_1336,PERFORMED,ACC_1336
ACC_1336,HAS_OCCURRENCE,RELEASE_1336
ACC_1336,INVOLVES,SUB_1336
SUB_1336,HAS_HAZARD,TOXIC_1336
HUMANFACTOR_1336,TRIGGERS,ACC_1336
ACC_481,OCCURRED_ON,DT_481
ACC_481,LASTED_FOR,DUR_481
STAFF_481,PERFORMED,ACC_481
ACC_481,INVOLVES,SUB_481
PLANTEQUIPMENTFACTOR_481,TRIGGERS,ACC_481
ACC_359,OCCURRED_ON,DT_359
ACC_359,LASTED_FOR,DUR_359
STAFF_359,PERFORMED,ACC_359
ACC_359,HAS_OCCURRENCE,RELEASE_359
ACC_359,INVOLVES,SUB_359
SUB_359,HAS_HAZARD,TOXIC_359
PLANTEQUIPMENTFACTOR_359,TRIGGERS,ACC_359
ACC_199,OCCURRED_ON,DT_199
ACC_199,LASTED_FOR,DUR_199
CON_199,PERFORMED,ACC_199
ACC_199,INVOLVES,SUB_199
SUB_199,HAS_HAZARD,FLAMMABLE_199
ACC_199,LEADS_TO,INJ_199
ACC_527,OCCURRED_ON,DT_527
ACC_527,LASTED_FOR,DUR_527
STAFF_527,PERFORMED,ACC_527
ACC_527,HAS_OCCURRENCE,RELEASE_527
ACC_527,INVOLVES,SUB_527
SUB_527,HAS_HAZARD,FLAMMABLE_527
PLANTEQUIPMENTFACTOR_527,TRIGGERS,ACC_527
ACC_18,OCCURRED_ON,DT_18
ACC_18,LASTED_FOR,DUR_18
STAFF_18,PERFORMED,ACC_18
ACC_18,HAS_OCCURRENCE,FIRE_18
ACC_18,OCCURRED_AT,STORAGEEQUIPMENT_18
ACC_18,INVOLVES,SUB_18
SUB_18,HAS_HAZARD,TOXIC_18
SUB_18,HAS_HAZARD,FLAMMABLE_18
ACC_364,OCCURRED_ON,DT_364
ACC_364,LASTED_FOR,DUR_364
STAFF_364,PERFORMED,ACC_364
ACC_364,INVOLVES,SUB_364
SUB_364,HAS_HAZARD,TOXIC_364
SUB_364,HAS_HAZARD,FLAMMABLE_364
ACC_572,OCCURRED_ON,DT_572
ACC_572,LASTED_FOR,DUR_572
STAFF_572,PERFORMED,ACC_572
ACC_572,HAS_OCCURRENCE,FIRE_572
ACC_572,OCCURRED_AT,STORAGEEQUIPMENT_572
ACC_572,INVOLVES,SUB_572
SUB_572,HAS_HAZARD,TOXIC_572
SUB_572,HAS_HAZARD,FLAMMABLE_572
HUMANFACTOR_572,TRIGGERS,ACC_572
ORGANIZATIONFACTOR_572,TRIGGERS,ACC_572
ACC_572,LEADS_TO,INJ_572
ACC_572,LEADS_TO,ENV_572
ACC_588,OCCURRED_ON,DT_588
ACC_588,LASTED_FOR,DUR_588
STAFF_588,PERFORMED,ACC_588
ACC_588,HAS_OCCURRENCE,EXPLOSION_588
ACC_588,OCCURRED_AT,PROCESSEQUIPMENT_588
ACC_588,INVOLVES,SUB_588
SUB_588,HAS_HAZARD,EXPLOSIVEHAZARD_588
SUB_588,HAS_HAZARD,FLAMMABLE_588
PLANTEQUIPMENTFACTOR_588,TRIGGERS,ACC_588
ORGANIZATIONFACTOR_588,TRIGGERS,ACC_588
ACC_622,OCCURRED_ON,DT_622
ACC_622,LASTED_FOR,DUR_622
STAFF_622,PERFORMED,ACC_622
ACC_622,HAS_OCCURRENCE,RELEASE_622
ACC_622,HAS_OCCURRENCE,FIRE_622
ACC_622,OCCURRED_AT,PROCESSEQUIPMENT_622
ACC_622,INVOLVES,SUB_622
SUB_622,HAS_HAZARD,FLAMMABLE_622
PLANTEQUIPMENTFACTOR_622,TRIGGERS,ACC_622
ORGANIZATIONFACTOR_622,TRIGGERS,ACC_622
ACC_433,OCCURRED_ON,DT_433
ACC_433,LASTED_FOR,DUR_433
STAFF_433,PERFORMED,ACC_433
ACC_433,HAS_OCCURRENCE,RELEASE_433
ACC_433,INVOLVES,SUB_433
SUB_433,HAS_HAZARD,TOXIC_433
ACC_1197,OCCURRED_ON,DT_1197
ACC_1197,LASTED_FOR,DUR_1197
STAFF_1197,PERFORMED,ACC_1197
ACC_1197,HAS_OCCURRENCE,RELEASE_1197
ACC_1197,OCCURRED_AT,STORAGEEQUIPMENT_1197
ACC_1197,INVOLVES,SUB_1197
SUB_1197,HAS_HAZARD,TOXIC_1197
PLANTEQUIPMENTFACTOR_1197,TRIGGERS,ACC_1197
ACC_478,OCCURRED_ON,DT_478
ACC_478,LASTED_FOR,DUR_478
STAFF_478,PERFORMED,ACC_478
ACC_478,INVOLVES,SUB_478
SUB_478,HAS_HAZARD,TOXIC_478
SUB_478,HAS_HAZARD,FLAMMABLE_478
ORGANIZATIONFACTOR_478,TRIGGERS,ACC_478
ACC_746,OCCURRED_ON,DT_746
ACC_746,LASTED_FOR,DUR_746
STAFF_746,PERFORMED,ACC_746
ACC_746,INVOLVES,SUB_746
SUB_746,HAS_HAZARD,TOXIC_746
SUB_746,HAS_HAZARD,FLAMMABLE_746
PLANTEQUIPMENTFACTOR_746,TRIGGERS,ACC_746
ORGANIZATIONFACTOR_746,TRIGGERS,ACC_746
ACC_1070,OCCURRED_ON,DT_1070
ACC_1070,LASTED_FOR,DUR_1070
STAFF_1070,PERFORMED,ACC_1070
ACC_1070,HAS_OCCURRENCE,RELEASE_1070
ACC_1070,HAS_OCCURRENCE,FIRE_1070
ACC_1070,HAS_OCCURRENCE,EXPLOSION_1070
HUMANFACTOR_1070,TRIGGERS,ACC_1070
ACC_1070,LEADS_TO,INJ_1070
ACC_124,OCCURRED_ON,DT_124
ACC_124,LASTED_FOR,DUR_124
STAFF_124,PERFORMED,ACC_124
ACC_124,HAS_OCCURRENCE,FIRE_124
ACC_124,INVOLVES,SUB_124
PLANTEQUIPMENTFACTOR_124,TRIGGERS,ACC_124
ACC_685,OCCURRED_ON,DT_685
ACC_685,LASTED_FOR,DUR_685
STAFF_685,PERFORMED,ACC_685
ACC_685,INVOLVES,SUB_685
SUB_685,HAS_HAZARD,FLAMMABLE_685
ACC_685,LEADS_TO,INJ_685
ACC_424,OCCURRED_ON,DT_424
ACC_424,LASTED_FOR,DUR_424
STAFF_424,PERFORMED,ACC_424
ACC_424,HAS_OCCURRENCE,EXPLOSION_424
ACC_424,OCCURRED_AT,PROCESSEQUIPMENT_424
ACC_424,INVOLVES,SUB_424
SUB_424,HAS_HAZARD,FLAMMABLE_424
PLANTEQUIPMENTFACTOR_424,TRIGGERS,ACC_424
HUMANFACTOR_424,TRIGGERS,ACC_424
ORGANIZATIONFACTOR_424,TRIGGERS,ACC_424
ACC_978,OCCURRED_ON,DT_978
ACC_978,LASTED_FOR,DUR_978
STAFF_978,PERFORMED,ACC_978
ACC_978,HAS_OCCURRENCE,RELEASE_978
ACC_978,INVOLVES,SUB_978
ACC_978,LEADS_TO,ENV_978
ACC_82,OCCURRED_ON,DT_82
ACC_82,LASTED_FOR,DUR_82
STAFF_82,PERFORMED,ACC_82
ACC_82,HAS_OCCURRENCE,FIRE_82
ACC_82,INVOLVES,SUB_82
SUB_82,HAS_HAZARD,EXPLOSIVEHAZARD_82
ACC_511,OCCURRED_ON,DT_511
ACC_511,LASTED_FOR,DUR_511
STAFF_511,PERFORMED,ACC_511
ACC_511,OCCURRED_AT,TRANSPORTEQUIPMENT_511
ACC_511,INVOLVES,SUB_511
SUB_511,HAS_HAZARD,TOXIC_511
SUB_511,HAS_HAZARD,FLAMMABLE_511
PLANTEQUIPMENTFACTOR_511,TRIGGERS,ACC_511
ACC_511,LEADS_TO,FATAL_511
ACC_1141,OCCURRED_ON,DT_1141
ACC_1141,LASTED_FOR,DUR_1141
STAFF_1141,PERFORMED,ACC_1141
ACC_1141,HAS_OCCURRENCE,RELEASE_1141
ACC_1141,INVOLVES,SUB_1141
SUB_1141,HAS_HAZARD,TOXIC_1141
PLANTEQUIPMENTFACTOR_1141,TRIGGERS,ACC_1141
ACC_1141,LEADS_TO,FATAL_1141
ACC_1141,LEADS_TO,INJ_1141
ACC_343,OCCURRED_ON,DT_343
ACC_343,LASTED_FOR,DUR_343
STAFF_343,PERFORMED,ACC_343
ACC_343,HAS_OCCURRENCE,FIRE_343
ACC_343,OCCURRED_AT,PROCESSEQUIPMENT_343
ACC_343,INVOLVES,SUB_343
SUB_343,HAS_HAZARD,FLAMMABLE_343
HUMANFACTOR_343,TRIGGERS,ACC_343
ORGANIZATIONFACTOR_343,TRIGGERS,ACC_343
ACC_343,LEADS_TO,INJ_343
ACC_526,OCCURRED_ON,DT_526
ACC_526,LASTED_FOR,DUR_526
STAFF_526,PERFORMED,ACC_526
ACC_526,HAS_OCCURRENCE,RELEASE_526
ACC_526,OCCURRED_AT,PROCESSEQUIPMENT_526
ACC_526,INVOLVES,SUB_526
SUB_526,HAS_HAZARD,FLAMMABLE_526
PLANTEQUIPMENTFACTOR_526,TRIGGERS,ACC_526
ORGANIZATIONFACTOR_526,TRIGGERS,ACC_526
ACC_619,OCCURRED_ON,DT_619
ACC_619,LASTED_FOR,DUR_619
STAFF_619,PERFORMED,ACC_619
ACC_619,OCCURRED_AT,STORAGEEQUIPMENT_619
ACC_619,OCCURRED_AT,PROCESSEQUIPMENT_619
ACC_619,OCCURRED_AT,TRANSFEREQUIPMENT_619
ACC_619,OCCURRED_AT,TRANSPORTEQUIPMENT_619
ACC_619,INVOLVES,SUB_619
SUB_619,HAS_HAZARD,TOXIC_619
SUB_619,HAS_HAZARD,EXPLOSIVEHAZARD_619
SUB_619,HAS_HAZARD,FLAMMABLE_619
SUB_619,HAS_HAZARD,OXIDIZING_619
ACC_1293,OCCURRED_ON,DT_1293
ACC_1293,LASTED_FOR,DUR_1293
STAFF_1293,PERFORMED,ACC_1293
ACC_1293,HAS_OCCURRENCE,RELEASE_1293
ACC_1293,HAS_OCCURRENCE,FIRE_1293
ACC_1293,HAS_OCCURRENCE,EXPLOSION_1293
PLANTEQUIPMENTFACTOR_1293,TRIGGERS,ACC_1293
ACC_524,OCCURRED_ON,DT_524
ACC_524,LASTED_FOR,DUR_524
STAFF_524,PERFORMED,ACC_524
ACC_524,HAS_OCCURRENCE,RELEASE_524
ACC_524,OCCURRED_AT,STORAGEEQUIPMENT_524
ACC_524,INVOLVES,SUB_524
SUB_524,HAS_HAZARD,TOXIC_524
SUB_524,HAS_HAZARD,FLAMMABLE_524
PLANTEQUIPMENTFACTOR_524,TRIGGERS,ACC_524
HUMANFACTOR_524,TRIGGERS,ACC_524
ORGANIZATIONFACTOR_524,TRIGGERS,ACC_524
ACC_972,OCCURRED_ON,DT_972
ACC_972,LASTED_FOR,DUR_972
STAFF_972,PERFORMED,ACC_972
ACC_972,HAS_OCCURRENCE,RELEASE_972
ACC_972,OCCURRED_AT,TRANSFEREQUIPMENT_972
ACC_972,INVOLVES,SUB_972
PLANTEQUIPMENTFACTOR_972,TRIGGERS,ACC_972
ORGANIZATIONFACTOR_972,TRIGGERS,ACC_972
ACC_972,LEADS_TO,ENV_972
ACC_745,OCCURRED_ON,DT_745
ACC_745,LASTED_FOR,DUR_745
STAFF_745,PERFORMED,ACC_745
ACC_745,OCCURRED_AT,PROCESSEQUIPMENT_745
ACC_745,INVOLVES,SUB_745
SUB_745,HAS_HAZARD,TOXIC_745
SUB_745,HAS_HAZARD,FLAMMABLE_745
SUB_745,HAS_HAZARD,OXIDIZING_745
PLANTEQUIPMENTFACTOR_745,TRIGGERS,ACC_745
ORGANIZATIONFACTOR_745,TRIGGERS,ACC_745
ACC_745,LEADS_TO,FATAL_745
ACC_177,OCCURRED_ON,DT_177
ACC_177,LASTED_FOR,DUR_177
STAFF_177,PERFORMED,ACC_177
ACC_177,HAS_OCCURRENCE,RELEASE_177
ACC_177,INVOLVES,SUB_177
ACC_583,OCCURRED_ON,DT_583
ACC_583,LASTED_FOR,DUR_583
STAFF_583,PERFORMED,ACC_583
ACC_583,HAS_OCCURRENCE,RELEASE_583
ACC_583,HAS_OCCURRENCE,FIRE_583
ACC_583,HAS_OCCURRENCE,EXPLOSION_583
ACC_583,OCCURRED_AT,PROCESSEQUIPMENT_583
ACC_583,INVOLVES,SUB_583
SUB_583,HAS_HAZARD,FLAMMABLE_583
PLANTEQUIPMENTFACTOR_583,TRIGGERS,ACC_583
ORGANIZATIONFACTOR_583,TRIGGERS,ACC_583
ACC_580,OCCURRED_ON,DT_580
ACC_580,LASTED_FOR,DUR_580
STAFF_580,PERFORMED,ACC_580
ACC_580,HAS_OCCURRENCE,EXPLOSION_580
ACC_580,OCCURRED_AT,PROCESSEQUIPMENT_580
ACC_580,INVOLVES,SUB_580
SUB_580,HAS_HAZARD,EXPLOSIVEHAZARD_580
SUB_580,HAS_HAZARD,FLAMMABLE_580
PLANTEQUIPMENTFACTOR_580,TRIGGERS,ACC_580
ORGANIZATIONFACTOR_580,TRIGGERS,ACC_580
ACC_580,LEADS_TO,INJ_580
ACC_818,OCCURRED_ON,DT_818
ACC_818,LASTED_FOR,DUR_818
STAFF_818,PERFORMED,ACC_818
ACC_818,HAS_OCCURRENCE,FIRE_818
ACC_818,OCCURRED_AT,TRANSFEREQUIPMENT_818
ACC_818,INVOLVES,SUB_818
SUB_818,HAS_HAZARD,TOXIC_818
SUB_818,HAS_HAZARD,FLAMMABLE_818
PLANTEQUIPMENTFACTOR_818,TRIGGERS,ACC_818
HUMANFACTOR_818,TRIGGERS,ACC_818
ORGANIZATIONFACTOR_818,TRIGGERS,ACC_818
ACC_818,LEADS_TO,INJ_818
ACC_585,OCCURRED_ON,DT_585
ACC_585,LASTED_FOR,DUR_585
STAFF_585,PERFORMED,ACC_585
ACC_585,HAS_OCCURRENCE,EXPLOSION_585
ACC_585,OCCURRED_AT,TRANSFEREQUIPMENT_585
ACC_585,INVOLVES,SUB_585
SUB_585,HAS_HAZARD,FLAMMABLE_585
PLANTEQUIPMENTFACTOR_585,TRIGGERS,ACC_585
ORGANIZATIONFACTOR_585,TRIGGERS,ACC_585
ACC_585,LEADS_TO,INJ_585
ACC_625,OCCURRED_ON,DT_625
ACC_625,LASTED_FOR,DUR_625
STAFF_625,PERFORMED,ACC_625
ACC_625,HAS_OCCURRENCE,RELEASE_625
ACC_625,HAS_OCCURRENCE,FIRE_625
ACC_625,INVOLVES,SUB_625
SUB_625,HAS_HAZARD,TOXIC_625
PLANTEQUIPMENTFACTOR_625,TRIGGERS,ACC_625
ORGANIZATIONFACTOR_625,TRIGGERS,ACC_625
ACC_635,OCCURRED_ON,DT_635
ACC_635,LASTED_FOR,DUR_635
STAFF_635,PERFORMED,ACC_635
ACC_635,HAS_OCCURRENCE,EXPLOSION_635
ACC_635,OCCURRED_AT,PROCESSEQUIPMENT_635
ACC_635,INVOLVES,SUB_635
SUB_635,HAS_HAZARD,EXPLOSIVEHAZARD_635
PLANTEQUIPMENTFACTOR_635,TRIGGERS,ACC_635
ACC_635,LEADS_TO,FATAL_635
ACC_635,LEADS_TO,INJ_635
ACC_1291,OCCURRED_ON,DT_1291
ACC_1291,LASTED_FOR,DUR_1291
STAFF_1291,PERFORMED,ACC_1291
ACC_1291,HAS_OCCURRENCE,RELEASE_1291
PLANTEQUIPMENTFACTOR_1291,TRIGGERS,ACC_1291
ACC_1265,OCCURRED_ON,DT_1265
ACC_1265,LASTED_FOR,DUR_1265
STAFF_1265,PERFORMED,ACC_1265
ACC_1265,HAS_OCCURRENCE,RELEASE_1265
ACC_1265,HAS_OCCURRENCE,FIRE_1265
ORGANIZATIONFACTOR_1265,TRIGGERS,ACC_1265
ACC_25,OCCURRED_ON,DT_25
ACC_25,LASTED_FOR,DUR_25
STAFF_25,PERFORMED,ACC_25
ACC_25,HAS_OCCURRENCE,RELEASE_25
ACC_25,OCCURRED_AT,PROCESSEQUIPMENT_25
ACC_25,INVOLVES,SUB_25
SUB_25,HAS_HAZARD,TOXIC_25
PLANTEQUIPMENTFACTOR_25,TRIGGERS,ACC_25
ORGANIZATIONFACTOR_25,TRIGGERS,ACC_25
ACC_25,LEADS_TO,FATAL_25
ACC_25,LEADS_TO,INJ_25
ACC_1005,OCCURRED_ON,DT_1005
ACC_1005,LASTED_FOR,DUR_1005
STAFF_1005,PERFORMED,ACC_1005
ACC_1005,HAS_OCCURRENCE,FIRE_1005
ACC_1005,HAS_OCCURRENCE,EXPLOSION_1005
ACC_1005,INVOLVES,SUB_1005
PLANTEQUIPMENTFACTOR_1005,TRIGGERS,ACC_1005
ACC_516,OCCURRED_ON,DT_516
ACC_516,LASTED_FOR,DUR_516
STAFF_516,PERFORMED,ACC_516
ACC_516,HAS_OCCURRENCE,RELEASE_516
ACC_1187,OCCURRED_ON,DT_1187
ACC_1187,LASTED_FOR,DUR_1187
STAFF_1187,PERFORMED,ACC_1187
ACC_1187,HAS_OCCURRENCE,RELEASE_1187
PLANTEQUIPMENTFACTOR_1187,TRIGGERS,ACC_1187
ACC_1187,LEADS_TO,ENV_1187
ACC_1059,OCCURRED_ON,DT_1059
ACC_1059,LASTED_FOR,DUR_1059
STAFF_1059,PERFORMED,ACC_1059
ACC_1059,INVOLVES,SUB_1059
ACC_1059,LEADS_TO,FATAL_1059
ACC_1059,LEADS_TO,INJ_1059
ACC_1059,LEADS_TO,ENV_1059
ACC_1074,OCCURRED_ON,DT_1074
ACC_1074,LASTED_FOR,DUR_1074
CON_1074,PERFORMED,ACC_1074
PLANTEQUIPMENTFACTOR_1074,TRIGGERS,ACC_1074
ORGANIZATIONFACTOR_1074,TRIGGERS,ACC_1074
ACC_1074,LEADS_TO,FATAL_1074
ACC_1074,LEADS_TO,INJ_1074
ACC_848,OCCURRED_ON,DT_848
ACC_848,LASTED_FOR,DUR_848
STAFF_848,PERFORMED,ACC_848
ACC_848,HAS_OCCURRENCE,RELEASE_848
ACC_848,HAS_OCCURRENCE,FIRE_848
ACC_848,OCCURRED_AT,PROCESSEQUIPMENT_848
ACC_848,INVOLVES,SUB_848
SUB_848,HAS_HAZARD,TOXIC_848
SUB_848,HAS_HAZARD,FLAMMABLE_848
PLANTEQUIPMENTFACTOR_848,TRIGGERS,ACC_848
ORGANIZATIONFACTOR_848,TRIGGERS,ACC_848
ACC_320,OCCURRED_ON,DT_320
ACC_320,LASTED_FOR,DUR_320
STAFF_320,PERFORMED,ACC_320
ACC_320,HAS_OCCURRENCE,FIRE_320
ACC_320,HAS_OCCURRENCE,EXPLOSION_320
ACC_320,OCCURRED_AT,STORAGEEQUIPMENT_320
ACC_320,INVOLVES,SUB_320
SUB_320,HAS_HAZARD,EXPLOSIVEHAZARD_320
SUB_320,HAS_HAZARD,FLAMMABLE_320
ORGANIZATIONFACTOR_320,TRIGGERS,ACC_320
ACC_320,LEADS_TO,FATAL_320
ACC_320,LEADS_TO,INJ_320
ACC_662,OCCURRED_ON,DT_662
ACC_662,LASTED_FOR,DUR_662
STAFF_662,PERFORMED,ACC_662
ACC_662,INVOLVES,SUB_662
SUB_662,HAS_HAZARD,TOXIC_662
SUB_662,HAS_HAZARD,FLAMMABLE_662
ACC_70,OCCURRED_ON,DT_70
ACC_70,LASTED_FOR,DUR_70
STAFF_70,PERFORMED,ACC_70
ACC_70,HAS_OCCURRENCE,RELEASE_70
ACC_70,HAS_OCCURRENCE,EXPLOSION_70
ACC_70,INVOLVES,SUB_70
SUB_70,HAS_HAZARD,EXPLOSIVEHAZARD_70
HUMANFACTOR_70,TRIGGERS,ACC_70
ORGANIZATIONFACTOR_70,TRIGGERS,ACC_70
ACC_70,LEADS_TO,FATAL_70
ACC_438,OCCURRED_ON,DT_438
ACC_438,LASTED_FOR,DUR_438
STAFF_438,PERFORMED,ACC_438
ACC_438,INVOLVES,SUB_438
SUB_438,HAS_HAZARD,OXIDIZING_438
ACC_438,LEADS_TO,INJ_438
ACC_883,OCCURRED_ON,DT_883
ACC_883,LASTED_FOR,DUR_883
STAFF_883,PERFORMED,ACC_883
ACC_883,HAS_OCCURRENCE,RELEASE_883
ACC_883,INVOLVES,SUB_883
ACC_883,LEADS_TO,ENV_883
ACC_132,OCCURRED_ON,DT_132
ACC_132,LASTED_FOR,DUR_132
STAFF_132,PERFORMED,ACC_132
ACC_132,HAS_OCCURRENCE,FIRE_132
ACC_132,HAS_OCCURRENCE,EXPLOSION_132
ACC_132,INVOLVES,SUB_132
SUB_132,HAS_HAZARD,TOXIC_132
SUB_132,HAS_HAZARD,FLAMMABLE_132
ACC_120,OCCURRED_ON,DT_120
ACC_120,LASTED_FOR,DUR_120
STAFF_120,PERFORMED,ACC_120
ACC_120,HAS_OCCURRENCE,RELEASE_120
ACC_120,INVOLVES,SUB_120
SUB_120,HAS_HAZARD,SELFREACTIVE_120
PLANTEQUIPMENTFACTOR_120,TRIGGERS,ACC_120
HUMANFACTOR_120,TRIGGERS,ACC_120
ORGANIZATIONFACTOR_120,TRIGGERS,ACC_120
ACC_120,LEADS_TO,INJ_120
ACC_120,LEADS_TO,ENV_120
ACC_1242,OCCURRED_ON,DT_1242
ACC_1242,LASTED_FOR,DUR_1242
STAFF_1242,PERFORMED,ACC_1242
ACC_1242,HAS_OCCURRENCE,RELEASE_1242
ACC_1242,OCCURRED_AT,TRANSFEREQUIPMENT_1242
ACC_1242,INVOLVES,SUB_1242
SUB_1242,HAS_HAZARD,FLAMMABLE_1242
ORGANIZATIONFACTOR_1242,TRIGGERS,ACC_1242
ACC_770,OCCURRED_ON,DT_770
ACC_770,LASTED_FOR,DUR_770
STAFF_770,PERFORMED,ACC_770
ACC_770,OCCURRED_AT,STORAGEEQUIPMENT_770
ACC_770,INVOLVES,SUB_770
SUB_770,HAS_HAZARD,TOXIC_770
PLANTEQUIPMENTFACTOR_770,TRIGGERS,ACC_770
ACC_974,OCCURRED_ON,DT_974
ACC_974,LASTED_FOR,DUR_974
STAFF_974,PERFORMED,ACC_974
ACC_974,HAS_OCCURRENCE,FIRE_974
ACC_974,INVOLVES,SUB_974
SUB_974,HAS_HAZARD,FLAMMABLE_974
PLANTEQUIPMENTFACTOR_974,TRIGGERS,ACC_974
ACC_1029,OCCURRED_ON,DT_1029
ACC_1029,LASTED_FOR,DUR_1029
STAFF_1029,PERFORMED,ACC_1029
ACC_1029,HAS_OCCURRENCE,RELEASE_1029
ACC_1029,INVOLVES,SUB_1029
SUB_1029,HAS_HAZARD,TOXIC_1029
HUMANFACTOR_1029,TRIGGERS,ACC_1029
ACC_1029,LEADS_TO,INJ_1029
ACC_1078,OCCURRED_ON,DT_1078
ACC_1078,LASTED_FOR,DUR_1078
STAFF_1078,PERFORMED,ACC_1078
ACC_1078,HAS_OCCURRENCE,FIRE_1078
ACC_1078,OCCURRED_AT,PROCESSEQUIPMENT_1078
ACC_1078,INVOLVES,SUB_1078
SUB_1078,HAS_HAZARD,FLAMMABLE_1078
PLANTEQUIPMENTFACTOR_1078,TRIGGERS,ACC_1078
ORGANIZATIONFACTOR_1078,TRIGGERS,ACC_1078
ACC_854,OCCURRED_ON,DT_854
ACC_854,LASTED_FOR,DUR_854
STAFF_854,PERFORMED,ACC_854
ACC_854,HAS_OCCURRENCE,RELEASE_854
ACC_854,INVOLVES,SUB_854
SUB_854,HAS_HAZARD,TOXIC_854
PLANTEQUIPMENTFACTOR_854,TRIGGERS,ACC_854
ORGANIZATIONFACTOR_854,TRIGGERS,ACC_854
ACC_854,LEADS_TO,INJ_854
ACC_1272,OCCURRED_ON,DT_1272
ACC_1272,LASTED_FOR,DUR_1272
STAFF_1272,PERFORMED,ACC_1272
ACC_1272,HAS_OCCURRENCE,RELEASE_1272
ACC_1272,INVOLVES,SUB_1272
SUB_1272,HAS_HAZARD,FLAMMABLE_1272
PLANTEQUIPMENTFACTOR_1272,TRIGGERS,ACC_1272
ACC_15,OCCURRED_ON,DT_15
ACC_15,LASTED_FOR,DUR_15
STAFF_15,PERFORMED,ACC_15
ACC_15,OCCURRED_AT,TRANSFEREQUIPMENT_15
ACC_15,INVOLVES,SUB_15
SUB_15,HAS_HAZARD,TOXIC_15
SUB_15,HAS_HAZARD,FLAMMABLE_15
PLANTEQUIPMENTFACTOR_15,TRIGGERS,ACC_15
ACC_1302,OCCURRED_ON,DT_1302
ACC_1302,LASTED_FOR,DUR_1302
STAFF_1302,PERFORMED,ACC_1302
ACC_1302,HAS_OCCURRENCE,RELEASE_1302
ACC_1302,OCCURRED_AT,PROCESSEQUIPMENT_1302
ACC_1302,INVOLVES,SUB_1302
SUB_1302,HAS_HAZARD,FLAMMABLE_1302
PLANTEQUIPMENTFACTOR_1302,TRIGGERS,ACC_1302
ORGANIZATIONFACTOR_1302,TRIGGERS,ACC_1302
ACC_14,OCCURRED_ON,DT_14
ACC_14,LASTED_FOR,DUR_14
STAFF_14,PERFORMED,ACC_14
ACC_14,INVOLVES,SUB_14
SUB_14,HAS_HAZARD,TOXIC_14
SUB_14,HAS_HAZARD,FLAMMABLE_14
ACC_110,OCCURRED_ON,DT_110
ACC_110,LASTED_FOR,DUR_110
STAFF_110,PERFORMED,ACC_110
ACC_110,HAS_OCCURRENCE,FIRE_110
ACC_110,INVOLVES,SUB_110
SUB_110,HAS_HAZARD,FLAMMABLE_110
PLANTEQUIPMENTFACTOR_110,TRIGGERS,ACC_110
ACC_110,LEADS_TO,ENV_110
ACC_1264,OCCURRED_ON,DT_1264
ACC_1264,LASTED_FOR,DUR_1264
STAFF_1264,PERFORMED,ACC_1264
ACC_1264,HAS_OCCURRENCE,RELEASE_1264
ACC_1264,HAS_OCCURRENCE,FIRE_1264
ACC_1264,INVOLVES,SUB_1264
HUMANFACTOR_1264,TRIGGERS,ACC_1264
ACC_374,OCCURRED_ON,DT_374
ACC_374,LASTED_FOR,DUR_374
STAFF_374,PERFORMED,ACC_374
ACC_374,INVOLVES,SUB_374
SUB_374,HAS_HAZARD,FLAMMABLE_374
ACC_237,OCCURRED_ON,DT_237
ACC_237,LASTED_FOR,DUR_237
STAFF_237,PERFORMED,ACC_237
ACC_237,HAS_OCCURRENCE,FIRE_237
ORGANIZATIONFACTOR_237,TRIGGERS,ACC_237
ACC_237,LEADS_TO,FATAL_237
ACC_681,OCCURRED_ON,DT_681
ACC_681,LASTED_FOR,DUR_681
STAFF_681,PERFORMED,ACC_681
ACC_681,HAS_OCCURRENCE,RELEASE_681
ACC_681,INVOLVES,SUB_681
SUB_681,HAS_HAZARD,TOXIC_681
ACC_837,OCCURRED_ON,DT_837
ACC_837,LASTED_FOR,DUR_837
STAFF_837,PERFORMED,ACC_837
ACC_837,HAS_OCCURRENCE,RELEASE_837
ACC_837,OCCURRED_AT,STORAGEEQUIPMENT_837
ACC_837,INVOLVES,SUB_837
SUB_837,HAS_HAZARD,FLAMMABLE_837
HUMANFACTOR_837,TRIGGERS,ACC_837
ORGANIZATIONFACTOR_837,TRIGGERS,ACC_837
ACC_1177,OCCURRED_ON,DT_1177
ACC_1177,LASTED_FOR,DUR_1177
STAFF_1177,PERFORMED,ACC_1177
ACC_1177,HAS_OCCURRENCE,RELEASE_1177
ACC_1177,INVOLVES,SUB_1177
SUB_1177,HAS_HAZARD,FLAMMABLE_1177
ACC_460,OCCURRED_ON,DT_460
ACC_460,LASTED_FOR,DUR_460
STAFF_460,PERFORMED,ACC_460
ACC_460,HAS_OCCURRENCE,RELEASE_460
ACC_460,OCCURRED_AT,PROCESSEQUIPMENT_460
ACC_460,INVOLVES,SUB_460
SUB_460,HAS_HAZARD,TOXIC_460
PLANTEQUIPMENTFACTOR_460,TRIGGERS,ACC_460
HUMANFACTOR_460,TRIGGERS,ACC_460
ORGANIZATIONFACTOR_460,TRIGGERS,ACC_460
ACC_1176,OCCURRED_ON,DT_1176
ACC_1176,LASTED_FOR,DUR_1176
